quando                  | quem   | balcao | o_que                            | canal_criado/usado  
Wed May 27 13:41:58 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3827   
Wed May 27 13:41:59 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2922   
Wed May 27 13:41:59 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2922   
Wed May 27 13:41:59 2015| Cliente| 2      |    Cliente termina Atendimento | fc_3828   
Wed May 27 13:41:59 2015| Balcao | 2      |     Balcao termina Atendimento | fc_3828   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2921   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2921   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2925   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2925   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2924   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2924   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2926   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2926   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2928   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2928   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2927   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2927   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2934   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2934   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2933   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2933   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2935   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2935   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2932   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2932   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2931   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2931   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2929   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2929   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2913   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2913   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2930   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2930   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2942   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2942   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2941   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2941   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2943   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2943   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2940   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2940   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2944   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2944   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2955   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2955   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2939   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2939   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2956   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2956   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2954   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2954   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2938   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2938   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2953   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2953   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2957   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2957   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2961   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2961   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2958   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2958   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2959   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2959   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2937   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2937   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2936   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2936   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2965   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2965   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2951   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2951   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2964   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2964   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2963   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2963   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2952   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2952   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2962   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2962   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2960   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2960   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2966   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2966   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2971   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2971   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2970   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2970   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2969   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2969   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2972   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2972   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2968   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2968   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2967   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2967   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2975   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2975   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2973   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2973   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2974   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2974   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2978   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2978   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2977   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2977   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2976   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2976   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2983   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2983   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2984   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2984   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2985   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2985   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2982   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2982   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2986   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2986   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2981   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2981   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2980   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2980   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2979   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2979   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3016   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3016   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2992   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2992   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2991   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2991   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2990   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2990   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2989   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2989   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2988   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2988   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_2987   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_2987   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3010   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3010   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3011   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3011   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3012   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3012   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3021   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3021   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3020   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3020   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3019   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3019   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3018   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3018   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3017   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3017   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3023   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3023   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3022   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3022   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3093   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3093   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3091   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3091   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3085   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3085   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3089   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3089   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3086   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3086   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3088   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3088   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3087   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3087   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3101   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3101   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3102   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3102   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3099   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3099   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3100   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3100   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3097   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3097   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3096   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3096   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3095   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3095   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3092   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3092   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3094   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3094   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3098   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3098   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3109   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3109   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3110   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3110   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3108   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3108   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3111   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3111   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3112   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3112   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3107   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3107   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3113   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3113   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3104   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3104   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3105   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3105   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3106   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3106   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3115   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3115   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3114   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3114   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3103   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3103   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3122   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3122   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3121   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3121   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3123   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3123   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3120   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3120   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3119   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3119   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3118   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3118   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3117   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3117   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3116   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3116   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3126   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3126   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3125   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3125   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3124   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3124   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3163   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3163   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3162   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3162   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3132   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3132   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3165   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3165   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3161   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3161   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3131   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3131   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3130   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3130   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3129   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3129   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3128   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3128   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3127   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3127   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3160   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3160   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3167   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3167   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3166   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3166   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3164   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3164   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3204   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3204   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3200   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3200   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3201   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3201   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3202   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3202   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3203   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3203   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3199   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3199   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3205   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3205   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3198   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3198   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3206   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3206   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3207   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3207   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3197   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3197   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3208   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3208   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3209   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3209   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3216   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3216   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3215   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3215   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3217   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3217   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3218   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3218   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3214   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3214   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3213   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3213   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3212   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3212   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3211   
Wed May 27 13:42:00 2015| Balcao | 1      |     Balcao termina Atendimento | fc_3211   
Wed May 27 13:42:00 2015| Cliente| 1      |    Cliente termina Atendimento | fc_3210   
